	text	inappropriate	human_labeled	offline_crime	online_crime	drugs	gambling	pornography	prostitution	slavery	suicide	terrorism	weapons	body_shaming	health_shaming	politics	racism	religion	sexual_minorities	sexism	social_injustice	none	toxic_new
97	Пока каждый школотрон не узнает - можно иметь профит	 Каждый школьотрон не узнает - можно иметь профит. Главное пра	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5935491323471069
98	Маня вещает из манямира. Прямой репортаж	 Маня вещает с с форума. Прямый репортаж с форума.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6835817098617554
99	Популярность, сегмент раскрутился  пиар параши  бизнесРыночек решает	 популярность, сегмент раскрутился  рынок отреагировал на рекламу, которая им 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4137831330299377
100	Что не так с людьми на фото, кстати? Почему они просто нечеловечески уродливы?	1.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.72555011510849
101	 Это самая обычная страна с самыми обычными людьми, там есть и очень бедные и очень богатые. Вот только понятие бедности и богасттва у них раза в 2 выше МОСКОВСКИХ, не говоря про остальную рашку.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0139782149344682
102	И какого муссолить ее аппетитныц лаваш?	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5638765096664429
103	При этом летальные поражения могут наблюдаться уже от 30 Дж/cм2 (по голове в области виска), на 50..70 Дж/см2 по голому телу летально обычно, 80..110 Дж летально даже сквозь зимнюю одежду (ватник и ушанка).	0.85	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.0039917323738336
104	А почему в москве не должны продавать такой хлам? Не всё же в Мухосрански везти.Китаю пох, москва или Владик!	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0111838616430759
105	На пороге гражданская войнаНе заходи больше в / ну хоть недельку	1.0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.5342341065406799
106	ее эта посадка спасла от верной смерти.Через пару лет от передоза в блевотине среди клопов.	1.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5834795832633972
107	Все это жлобство было, кофию попил, а гущу жалко просто так выкидывать, давай на ней хоть погадаем а теперь наоборот, гадание повод кофею попить натурального	0.91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1032274663448333
108	ПОЯСНИТЕ за ограничение раздачи, там реально скорость режут твою или только тем, кто принимает твой интернет? Рут есть, как обойти?	0.91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0967709124088287
109	записывайся в игил - взрывай россию	1.0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.1032671481370926
110	Все те же средства, которые используются другими студентами - кофе, сигареты, энергетики. Хотя это и не совсем безопасно, зато эффект реален. Это лучше чем перечисленные вами препараты.	0.79	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013494759332388
111	т е по твоему чел вылетает в состоянии алкогольного опьянения что является отягчающим обстоятельством чуть не убивает чувака и должен присесть на 15 суток	0.95	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158697552978992
112	Так сейчас никто и не играет в синглопарашу, лол.	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0546812415122985
113	прийти и отобрать, что другой сделал - куда дешевле и проще выходитНу и как Крым решил все твои проблемы или прблемы Путина?	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.1238162741065025
